sifra,naziv,razina
23.70.12,Ostali obrađeni ukrasni kamen i kamen za gradnju te njihovi proizvodi; ostali umjetno obojeni granulat i prah od prirodnoga kamena; proizvodi od aglomeriranog škriljevca,5
23.70.9,"Podugovarateljski poslovi kao dio proizvodnje rezanog, oblikovanog i obrađenog kamena",4
23.70.99,"Podugovarateljski poslovi kao dio proizvodnje rezanog, oblikovanog i obrađenog kamena",5
23.9,"Brusni i nemetalni mineralni proizvodi, d. n.",2
23.91,Brusni proizvodi (abrazivi),3
23.91.1,Brusni proizvodi (abrazivi),4
23.91.11,"Mlinski kamen, brusni kamen, brusna kola i slično, bez postolja, za obradu kamena, i njihovi dijelovi, od prirodnoga kamena, aglomeriranih prirodnih ili umjetnih abraziva ili keramike",5
23.91.12,"Brusni prah ili zrnca na tekstilnoj, papirnatoj ili kartonskoj podlozi",5
23.91.9,Podugovarateljski poslovi kao dio proizvodnje brusnih proizvoda,4
23.91.99,Podugovarateljski poslovi kao dio proizvodnje brusnih proizvoda,5
23.99,"Ostali nemetalni mineralni proizvodi, d. n.",3
23.99.1,"Ostali nemetalni mineralni proizvodi, d. n.",4
23.99.11,"Prerađena azbestna vlakna; mješavine na osnovi azbesta i magnezijeva karbonata; proizvodi od tih mješavina ili od azbesta; tarni materijali za kočnice, kvačila i slično, nemontirani",5
23.99.12,Proizvodi od asfalta i sličnih materijala,5
23.99.13,"Bitumenske mješavine na osnovi prirodnog ili umjetnog materijala od kamena i bitumena, prirodnog asfalta ili srodnih materijala kao veziva",5
23.99.14,"Umjetni grafit; koloidalni i polukoloidalni grafit; pripravci na osnovi grafita i drugih vrsta ugljika, u obliku poluproizvoda",5
23.99.15,Umjetni korund,5
23.99.19,"Nemetalni mineralni proizvodi, d. n.",5
23.99.9,"Podugovarateljski poslovi kao dio proizvodnje nemetalnih mineralnih proizvoda, d. n.",4
23.99.99,"Podugovarateljski poslovi kao dio proizvodnje nemetalnih mineralnih proizvoda, d. n.",5
24,Metali,1
24.1,"Sirovo željezo, čelik i ferolegure",2
24.10,"Sirovo željezo, čelik i ferolegure",3
24.10.1,Primarni materijali od željeza i čelika,4
24.10.11,"Sirovo željezo i zrcalno željezo u hljepčićima, blokovima i drugim sirovim oblicima",5
24.10.12,Ferolegure,5
24.1,"0.13Proizvodi od željeza dobiveni izravnom redukcijom željezne rudače i ostali spužvasti proizvodi od željeza u komadima, peletama ili sličnim oblicima; željezo najmanje čistoće 99,94 % masenog udjela, u komadima, peletama i sličnim oblicima",2
24.10.14,"Granule i prah, od sirovog željeza, zrcalnog željeza ili čelika",5
24.10.2,Sirovo željezo i čelik,4
24.10.21,Željezo i nelegirani čelik u ingotima ili drugim primarnim oblicima i poluproizvodi od željeza ili nelegiranog čelika,5
24.10.22,Nehrđajući čelik u ingotima ili drugim primarnim oblicima i poluproizvodi od nehrđajućeg čelika,5
24.10.23,Ostali legirani čelici u ingotima ili drugim primarnim oblicima i poluproizvodi od ostalih legiranih čelika,5
24.10.3,"Toplovaljani plosnati proizvodi od željeza ili čelika, dalje neobrađeni",4
24.1,"0.31Toplovaljani plosnati proizvodi od željeza ili nelegiranog čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.32Toplovaljani plosnati proizvodi od željeza ili nelegiranog čelika, dalje neobrađeni, širine < 600 mm",2
24.1,"0.33Toplovaljani plosnati proizvodi od nehrđajućeg čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.34Toplovaljani plosnati proizvodi od nehrđajućeg čelika, dalje neobrađeni, širine < 600 mm",2
24.1,"0.35Toplovaljani plosnati proizvodi od ostalih legiranih čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.36Toplovaljani plosnati proizvodi od ostalih legiranih čelika, dalje neobrađeni, širine < 600 mm (isključujući proizvode od silicijskog elektročelika)",2
24.1,"0.4Hladnovaljani plosnati proizvodi od željeza ili čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.41Hladnovaljani plosnati proizvodi od željeza ili nelegiranog čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.42Hladnovaljani plosnati proizvodi od nehrđajućeg čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.1,"0.43Hladnovaljani plosnati proizvodi od ostalih legiranih čelika, dalje neobrađeni, širine ≥ 600 mm",2
24.10.5,"Plosnati valjani prozvodi od željeza ili čelika, obloženi, platirani ili prevučeni i plosnati valjani proizvodi od brzoreznog čelika i silicijskog elektročelika",4
24.1,"0.51Plosnati valjani proizvodi od željeza ili nelegiranog čelika, širine ≥ 600 mm, premazani, platirani ili prevučeni",2
24.1,"0.52Plosnati valjani proizvodi od ostalih legiranih čelika, širine ≥ 600 mm, premazani, platirani ili prevučeni",2
24.1,"0.53Plosnati valjani proizvodi od silicijskog elektročelika, širine ≥ 600 mm",2
24.1,"0.54Plosnati valjani proizvodi od silicijskog elektročelika, širine < 600 mm",2
24.1,"0.55Plosnati valjani proizvodi od brzoreznog čelika, širine < 600 mm",2
24.10.6,Toploobrađene žice i šipke od željeza ili čelika,4
24.10.61,"Toplovaljane žice i šipke u nepravilno namotanim kolutima, od željeza ili nelegiranog čelika",5
24.10.62,"Ostale žice i šipke od željeza ili čelika, toplovaljane, toplovučene ili toploistiskivane i dalje neobrađene, uključujući one usukane poslije valjanja",5
24.10.63,"Toplovaljane žice i šipke u nepravilno namotanim kolutima, od nehrđajućeg čelika",5
24.10.64,"Ostale žice i šipke od nehrđajućeg čelika, toplovaljane, toplovučene ili toploistiskivane i dalje neobrađene, uključujući one usukane poslije valjanja",5
24.10.65,"Toplovaljane žice i šipke u nepravilno namotanim kolutima, od ostalih legiranih čelika",5
24.10.66,"Ostale žice i šipke od ostalih legiranih čelika, toplovaljane, toplovučene ili toploistiskivane i dalje neobrađene, uključujući one usukane poslije valjanja",5
24.10.67,Šuplje žice i šipke za svrdla,5
24.10.7,"Toploobrađeni teški profili, brušene ploče i materijal za gradnju željezničkih i tramvajskih tračnica, od željeza ili čelika",4
24.10.71,"Teški profili, toplovaljani, toplovučeni ili toploistiskivani i dalje neobrađeni, od željeza ili nelegiranog čelika",5
24.10.72,"Teški profili, toplovaljani, toplovučeni ili toploistiskivani i dalje neobrađeni, od nehrđajućeg čelika",5
24.10.73,"Teški profili, toplovaljani, toplovučeni ili toploistiskivani i dalje neobrađeni, od ostalih legiranih čelika",5
24.10.74,Brušene ploče od čelika i zavareni profili od željeza ili čelika,5
24.10.75,Materijal za gradnju željezničkih i tramvajskih tračnica od željeza ili čelika,5
24.10.9,"Podugovarateljski poslovi kao dio proizvodnje sirovog željeza, čelika i ferolegura",4
24.10.99,"Podugovarateljski poslovi kao dio proizvodnje sirovog željeza, čelika i ferolegura",5
24.2,"Cijevi, šuplji profili i pripadajući pribor, od željeza ili čelika",2
24.20,"Cijevi, šuplji profili i pripadajući pribor, od željeza ili čelika",3
24.20.1,"Cijevi, šuplji profili, bešavni, od željeza ili čelika",4
24.20.11,"Cijevi, bešavne, koje se koristi za naftovode ili plinovode, od željeza ili čelika",5
24.20.12,"Zaštitne, proizvodne i bušačke cijevi, koje se koriste pri bušenju za dobivanje nafte ili plina, bešavne, od željeza ili čelika",5
24.20.13,"Ostale cijevi, kružnog poprečnog presjeka, od željeza ili čelika",5
24.20.14,"Cijevi nekružnog poprečnog presjeka i šuplji profili, od željeza ili čelika",5
24.2,"0.2Cijevi, zavarene, kružnog poprečnog presjeka, vanjskog promjera > 406,4 mm, od željeza ili čelika",2
24.2,"0.21Cijevi koje se koriste za naftovode ili plinovode, zavarene, vanjskog promjera > 406,4 mm, od željeza ili čelika",2
24.2,"0.22Zaštitne i proizvodne cijevi koje se koriste pri bušenju za dobivanje nafte ili plina, zavarene, vanjskog promjera > 406,4 mm, od željeza ili čelika",2
24.2,"0.23Ostale cijevi kružnog poprečnog presjeka, zavarene, vanjskog promjera > 406,4 mm, od željeza ili čelika",2
24.2,"0.24Ostale cijevi kružnog poprečnog presjeka, s otvorenim šavom, zakovane ili zatvorene na sličan način, vanjskog promjera > 406,4 mm, od željeza ili čelika",2
24.20.3,"Ostale cijevi i šuplji profili, s otvorenim šavom ili zavarene, zakovane ili zatvorene na sličan način, od željeza ili čelika",4
24.2,"0.31Cijevi koje se koriste za naftovode ili plinovode, zavarene, vanjskog promjera≤ 406,4 mm, od željeza ili čelika",2
24.2,"0.32Zaštitne i proizvodne cijevi koje se koriste pri bušenju za dobivanje nafte ili plina, zavarene, vanjskog promjera ≤ 406,4 mm, od željeza ili čelika",2
24.2,"0.33Ostale cijevi kružnog poprečnog presjeka, zavarene, vanjskog promjera ≤ 406,4 mm, od željeza ili čelika",2
24.20.34,"Cijevi i šuplji profili nekružnog poprečnog presjeka, zavareni, od željeza ili čelika",5
24.20.35,"Ostale cijevi i šuplji profili, s otvorenim šavom, zakovane ili zatvorene na sličan način, te od željeza ili čelika",5
24.20.4,"Pribor za cijevi, od nelijevanog željeza ili čelika",4
24.20.40,"Pribor za cijevi, od nelijevanog željeza ili čelika",5
24.20.9,"Podugovarateljski poslovi kao dio proizvodnje cijevi, šupljih profila i pripadajućeg pribora, od željeza ili čelika",4
24.20.99,"Podugovarateljski poslovi kao dio proizvodnje cijevi, šupljih profila i pripadajućeg pribora, od željeza ili čelika",5
24.3,Ostali proizvodi primarne prerade željeza ili čelika,2
24.31,Hladnovučene šipke,3
24.31.1,Hladnovučene šipke i čvrsti profili od željeza ili nelegiranog čelika,4
24.31.10,Hladnovučene šipke i čvrsti profili od željeza ili nelegiranog čelika,5
24.31.2,"Hladnovučene šipke i čvrsti profili od legiranog čelika, osim od nehrđajućeg čelika",4
24.31.20,"Hladnovučene šipke i čvrsti profili od legiranog čelika, osim od nehrđajućeg čelika",5
24.31.3,Hladnovučene šipke i čvrsti profili od nehrđajućeg čelika,4
24.31.30,Hladnovučene šipke i čvrsti profili od nehrđajućeg čelika,5
24.31.9,Podugovarateljski poslovi kao dio proizvodnje hladnovučenog čelika,4
24.31.99,Podugovarateljski poslovi kao dio proizvodnje hladnovučenog čelika,5
24.32,Hladnovaljane uske trake,3
24.3,"2.1Hladnovaljani plosnati proizvodi od željeza ili čelika, neprevučeni, širine < 600 mm",2
24.3,"2.10Hladnovaljani plosnati proizvodi od željeza ili čelika, neprevučeni, širine < 600 mm",2
24.3,"2.2Hladnovaljani plosnati proizvodi od željeza ili čelika, premazani, platirani ili prevučeni, širine < 600 mm",2
24.3,"2.20Hladnovaljani plosnati proizvodi od željeza ili čelika, premazani, platirani ili prevučeni, širine < 600 mm",2
24.32.9,Podugovarateljski poslovi kao dio proizvodnje hladnovaljanih uskih vrpci,4
24.32.99,Podugovarateljski poslovi kao dio proizvodnje hladnovaljanih uskih vrpci,5
24.33,Hladnooblikovani i profilirani proizvodi,3
24.33.1,Otvoreni i hladnooblikovani profili,4
24.33.11,"Otvoreni i hladnooblikovani profili, od željeza ili nelegiranog čelika",5
24.33.12,"Otvoreni i hladnooblikovani profili, od nehrđajućeg čelika",5
24.33.2,Rebrasti limovi od željeza ili nelegiranog čelika,4
24.33.20,Rebrasti limovi od željeza ili nelegiranog čelika,5
24.33.3,Metalne ploče od prevučenog željeznog ili čeličnog lima,4
24.33.30,Metalne ploče od prevučenog željeznog ili čeličnog lima,5
24.33.9,Podugovarateljski poslovi kao dio proizvodnje hladnooblikovanih i profiliranih proizvoda,4
24.33.99,Podugovarateljski poslovi kao dio proizvodnje hladnooblikovanih i profiliranih proizvoda,5
24.34,Hladnovučene žice,3
24.34.1,Hladnovučene žice,4
24.34.11,Hladnovučene žice od željeza ili nelegiranog čelika,5
24.34.12,Hladnovučene žice od nehrđajućeg čelika,5
24.34.13,Hladnovučene žice od ostalih legiranih čelika,5
24.34.9,Podugovarateljski poslovi kao dio proizvodnje hladnovučene žice,4
24.34.99,Podugovarateljski poslovi kao dio proizvodnje hladnovučene žice,5
24.4,Plemeniti i ostali obojeni metali,2
24.41,Plemeniti metali,3
24.41.1,"Srebro, neobrađeno, kao poluproizvod ili u prahu",4
24.41.10,"Srebro, neobrađeno, kao poluproizvod ili u prahu",5
24.41.2,"Zlato, neobrađeno, kao poluproizvod ili u prahu",4
24.41.20,"Zlato, neobrađeno, kao poluproizvod ili u prahu",5
24.41.3,"Platina, neobrađena, kao poluproizvod ili u prahu",4
24.41.30,"Platina, neobrađena, kao poluproizvod ili u prahu",5
24.41.4,"Obični metali ili srebro, pozlaćeni, ali dalje neobrađeni, osim kao poluproizvod",4
24.41.40,"Obični metali ili srebro, pozlaćeni, ali dalje neobrađeni, osim kao poluproizvod",5
24.41.5,"Obični metali, posrebreni, te obični metali, srebro i zlato, prevučeni platinom, dalje neobrađeni, osim kao poluproizvod",4
24.41.50,"Obični metali, posrebreni, te obični metali, srebro i zlato, prevučeni platinom, dalje neobrađeni, osim kao poluproizvod",5
24.41.9,Podugovarateljski poslovi kao dio proizvodnje plemenitih metala,4
24.41.99,Podugovarateljski poslovi kao dio proizvodnje plemenitih metala,5
24.42,Aluminij,3
24.42.1,"Aluminij, sirovi; aluminijev oksid",4
24.42.11,"Aluminij, sirovi",5
24.42.12,"Aluminijev oksid, osim umjetnog korunda",5
24.42.2,Poluproizvodi od aluminija i legura aluminija,4
24.42.21,Aluminijski prah i ljuskice,5
24.42.22,Aluminijske šipke i profili,5
24.42.23,Aluminijska žica,5
24.4,"2.24Aluminijske ploče, limovi i trake, debljine > 0,2 mm",2
24.4,"2.25Aluminijska folija, debljine ≤ 0,2 mm",2
24.42.26,Aluminijske cijevi i pribor za cijevi,5
24.42.9,Podugovarateljski poslovi kao dio proizvodnje aluminija,4
24.42.99,Podugovarateljski poslovi kao dio proizvodnje aluminija,5
24.43,"Olovo, cink i kositar",3
24.43.1,"Olovo, cink i kositar, sirovi",4
24.43.11,"Olovo, sirovo",5
24.43.12,"Cink, sirovi",5
24.43.13,"Kositar, sirovi",5
24.43.2,"Poluproizvodi od olova, cinka, kositra i njihovih legura",4
24.43.21,"Ploče, limovi, trake i folija od olova; prah i ljuskice od olova",5
24.43.22,"Prašina, prah i ljuskice, od cinka",5
24.43.23,"Šipke, profili i žica od cinka; ploče, limovi, trake i folija od cinka",5
24.43.24,"Šipke, profili i žica od kositra",5
24.43.9,"Podugovarateljski poslovi kao dio proizvodnje olova, cinka i kositra",4
24.43.99,"Podugovarateljski poslovi kao dio proizvodnje olova, cinka i kositra",5
24.44,Bakar,3
24.44.1,"Bakar, sirovi; bakrenac; cementni bakar",4
24.44.11,Bakrenac; cementni bakar,5
24.44.12,Nerafinirani bakar; bakrene anode za elektrolitičko rafiniranje,5
24.44.13,"Rafinirani bakar i bakrene legure, sirovi; bakrene predlegure",5
24.44.2,Poluproizvodi od bakra i bakrenih legura,4
24.44.21,"Prah i ljuskice, od bakra",5
24.44.22,Šipke i profili od bakra,5
24.44.23,Žica od bakra,5
24.4,"4.24Ploče, limovi i trake od bakra, debljine > 0,15 mm",2
24.4,"4.25Folija od bakra, debljine ≤ 0,15 mm",2
24.44.26,Bakrene cijevi i pribor za cijevi,5
24.44.9,Podugovarateljski poslovi kao dio proizvodnje bakra,4
24.44.99,Podugovarateljski poslovi kao dio proizvodnje bakra,5
24.45,Ostali obojeni metali,3
24.45.1,"Nikal, sirovi; međuproizvodi od metalurgije nikla",4
24.45.11,"Nikal, sirovi",5
24.45.12,"Niklov kamen, sinterirani nikleni oksidi i ostali međuproizvodi metalurgije nikla",5
24.45.2,Poluproizvodi od nikla i legura nikla,4
24.45.21,"Prah i ljuskice, od nikla",5
24.45.22,"Šipke, profili i žica od nikla",5
24.45.23,"Ploče, limovi, trake i folija od nikla",5
24.45.24,Cijevi i pribor za cijevi od nikla,5
24.45.3,Ostali obojeni metali i proizvodi od njih; kermeti; pepeo i ostaci koji sadržavaju metale i metalne spojeve,4
24.45.30,Ostali obojeni metali i proizvodi od njih; kermeti; pepeo i ostaci koji sadržavaju metale i metalne spojeve,5
24.45.9,Podugovarateljski poslovi kao dio proizvodnje ostalih obojenih metala,4
24.45.99,Podugovarateljski poslovi kao dio proizvodnje ostalih obojenih metala,5
24.46,"Prirodni uran i njegovi spojevi; legure, disperzije, keramički proizvodi i mješavine koje sadržavaju prirodni uran ili spojeve prirodnog urana",3
24.46.1,"Prirodni uran i njegovi spojevi; legure, disperzije, keramički proizvodi i mješavine koje sadržavaju prirodni uran ili spojeve prirodnog urana",4
24.46.10,"Prirodni uran i njegovi spojevi; legure, disperzije, keramički proizvodi i mješavine koje sadržavaju prirodni uran ili spojeve prirodnog urana",5
24.46.9,"Podugovarateljski poslovi kao dio proizvodnje prirodnog urana i njegovih spojeva; legura, disperzija, keramičkih proizvoda i mješavina koje sadržavaju prirodni uran ili spojeve prirodnog urana",4
24.46.99,"Podugovarateljski poslovi kao dio proizvodnje prirodnog urana i njegovih spojeva; legura, disperzija, keramičkih proizvoda i mješavina koje sadržavaju prirodni uran ili spojeve prirodnog urana",5
24.5,Usluge lijevanja metala,2
24.51,Usluge lijevanja željeza,3
24.51.1,Usluge lijevanja lijevanog željeza,4
24.51.11,Usluge lijevanja temperiranoga (kovkastog) lijevanog željeza,5
24.51.12,Usluge lijevanja nodularnoga lijevanog željeza,5
24.51.13,Usluge lijevanja sivoga lijevanog željeza,5
24.51.2,"Cijevi i šuplji profili, od lijevanog željeza",4
24.51.20,"Cijevi i šuplji profili, od lijevanog željeza",5
24.51.3,"Pribor za cijevi, od lijevanog željeza",4
24.51.30,"Pribor za cijevi, od lijevanog željeza",5
24.51.9,Podugovarateljski poslovi kao dio usluga lijevanja željeza,4
24.51.99,Podugovarateljski poslovi kao dio usluga lijevanja željeza,5
24.52,Usluge lijevanja čelika; cijevi i pribor za cijevi od lijevanog čelika,3
24.52.1,Usluge lijevanja čelika,4
24.52.10,Usluge lijevanja čelika,5
24.52.2,Cijevi od centrifugalno lijevanog čelika,4
24.52.20,Cijevi od centrifugalno lijevanog čelika,5
24.52.3,"Cijevi i pribor za cijevi, od lijevanog čelika",4
